fips,state_votes,state_po,county_votes,trump_share,trumpvotes,totalvotes,county_income,income_per_capita,county_college,percent_college,county_demographics,percent_male,percent_black,percent_hispanic,population,percent_under_5,percent_5_9,percent_10_14,percent_15_19,percent_20_24,percent_25_34,percent_35_44,percent_45_54,percent_55_59,percent_60_64,percent_65_74,percent_75_84,percent_85_over,percent_14_under,percent_15_24,percent_55_64,percent_75_over,county_industry,percent_retail,percent_transportation,percent_hes,county_rural,pop_rural,total_pop,percent_rural,pop_with_char,county_rural_housing,housing_rural,total_housing,percent_housing_rural,housing_with_char
28009,Mississippi,MS,Benton,0.5609269872913033,2251,4013,"Benton County, Mississippi",20363,"Benton County, Mississippi",10.3,"Benton County, Mississippi",49.9,37,2.6,8253,3.6,5.4,7.3,9.1,4.5,11.3,12.9,13.4,7.5,7.3,9.5,5.9,2.2,16.3,13.6,14.8,8.100000000000001,"Benton County, Mississippi",13.4,9.7,20.2,"Benton County, Mississippi",8729,8729,1,FALSE,"Benton County, Mississippi",4186,4186,1,FALSE
28011,Mississippi,MS,Bolivar,0.33203125,4590,13824,"Bolivar County, Mississippi",17713,"Bolivar County, Mississippi",23.8,"Bolivar County, Mississippi",47.1,64.5,2.2,32592,6.9,7.2,6.7,7.6,7.5,13.6,11.5,11.9,6.2,6.2,9.1,3.7,1.7,20.8,15.1,12.4,5.4,"Bolivar County, Mississippi",13.2,4.1,30.6,"Bolivar County, Mississippi",18423,34145,0.5395519109679309,FALSE,"Bolivar County, Mississippi",7678,14070,0.5457000710732054,FALSE
28013,Mississippi,MS,Calhoun,0.6863664790494058,4390,6396,"Calhoun County, Mississippi",19099,"Calhoun County, Mississippi",11.3,"Calhoun County, Mississippi",48,28.6,5.9,14571,6,5.8,8.1,6.4,5.8,11.1,11.7,13.3,6.4,7.4,9.8,5.9,2.4,19.9,12.2,13.8,8.3,"Calhoun County, Mississippi",9.8,4.8,19.3,"Calhoun County, Mississippi",14962,14962,1,FALSE,"Calhoun County, Mississippi",6913,6913,1,FALSE
28015,Mississippi,MS,Carroll,0.6872286541244573,3799,5528,"Carroll County, Mississippi",22567,"Carroll County, Mississippi",14.5,"Carroll County, Mississippi",50.5,34.6,0.3,10129,4.5,4.6,7.3,7.9,4.1,8,12,13.7,9.5,6.2,13.4,7.2,1.7,16.4,12,15.7,8.9,"Carroll County, Mississippi",5.7,7.3,22,"Carroll County, Mississippi",10597,10597,1,FALSE,"Carroll County, Mississippi",5052,5052,1,FALSE
28017,Mississippi,MS,Chickasaw,0.5230671736375159,4127,7890,"Chickasaw County, Mississippi",19556,"Chickasaw County, Mississippi",12.4,"Chickasaw County, Mississippi",48.2,45,4.7,17279,7.2,6.6,6.8,6.8,6.9,13,11.1,12.4,6.5,6.5,9.5,5.2,1.5,20.6,13.7,13,6.7,"Chickasaw County, Mississippi",12.2,4.3,17.3,"Chickasaw County, Mississippi",14835,17392,0.8529783808647654,FALSE,"Chickasaw County, Mississippi",6405,7514,0.8524088368379026,FALSE
28019,Mississippi,MS,Choctaw,0.6858548585485855,2788,4065,"Choctaw County, Mississippi",20589,"Choctaw County, Mississippi",17.7,"Choctaw County, Mississippi",50.2,31.6,0.4,8321,5.5,6.8,5.8,7.2,5,10.4,11.1,13.1,6.4,7.7,11.8,6.6,2.6,18.1,12.2,14.100000000000001,9.2,"Choctaw County, Mississippi",13.6,7,28.1,"Choctaw County, Mississippi",8547,8547,1,FALSE,"Choctaw County, Mississippi",4150,4150,1,FALSE
28021,Mississippi,MS,Claiborne,0.12640449438202248,540,4272,"Claiborne County, Mississippi",13503,"Claiborne County, Mississippi",19.1,"Claiborne County, Mississippi",47.3,87.5,0.1,9120,5.8,5.4,6.6,13.8,10.2,10.3,9.7,10.6,7.1,5.1,8.9,4.6,1.9,17.799999999999997,24,12.2,6.5,"Claiborne County, Mississippi",9.3,11.9,38,"Claiborne County, Mississippi",9604,9604,1,FALSE,"Claiborne County, Mississippi",4223,4223,1,FALSE
28023,Mississippi,MS,Clarke,0.6593505326658965,5137,7791,"Clarke County, Mississippi",22422,"Clarke County, Mississippi",11.7,"Clarke County, Mississippi",46.7,36.1,0.4,15928,5.6,5.9,7,6.4,6,11.2,11.4,12.7,7.5,6.8,11.3,6.2,2.1,18.5,12.4,14.3,8.3,"Clarke County, Mississippi",12.5,5.6,30.3,"Clarke County, Mississippi",16732,16732,1,FALSE,"Clarke County, Mississippi",7876,7876,1,FALSE
28025,Mississippi,MS,Clay,0.41487553733879834,4150,10003,"Clay County, Mississippi",21076,"Clay County, Mississippi",20.1,"Clay County, Mississippi",46.3,59.9,0.7,19808,5.7,6,7.4,7.2,6,12.6,11.5,12.2,7.4,6.6,10.1,5,2.3,19.1,13.2,14,7.3,"Clay County, Mississippi",10.2,4.7,20.3,"Clay County, Mississippi",11461,20634,0.5554424735872832,FALSE,"Clay County, Mississippi",5246,9180,0.5714596949891068,FALSE
28027,Mississippi,MS,Coahoma,0.2722172351885099,2426,8912,"Coahoma County, Mississippi",17518,"Coahoma County, Mississippi",17.1,"Coahoma County, Mississippi",46.2,78,0.2,23802,8.3,8,6.7,8.2,7.3,12.3,10.8,11.7,6.2,6.4,8.2,4,1.9,23,15.5,12.600000000000001,5.9,"Coahoma County, Mississippi",11.7,4.1,30.7,"Coahoma County, Mississippi",8368,26151,0.31998776337424956,FALSE,"Coahoma County, Mississippi",3538,10792,0.3278354336545589,FALSE
28029,Mississippi,MS,Copiah,0.4701124634108766,6103,12982,"Copiah County, Mississippi",19434,"Copiah County, Mississippi",14.2,"Copiah County, Mississippi",47.7,52.2,3.2,28721,6.2,7.2,6,7.8,7.1,11.9,11.3,12.3,7.1,6.8,9.6,5,1.8,19.4,14.899999999999999,13.899999999999999,6.8,"Copiah County, Mississippi",12.3,6.6,23,"Copiah County, Mississippi",19312,29449,0.6557777853237801,FALSE,"Copiah County, Mississippi",8214,12184,0.6741628365068942,FALSE
28031,Mississippi,MS,Covington,0.616842583134718,5435,8811,"Covington County, Mississippi",18353,"Covington County, Mississippi",17.4,"Covington County, Mississippi",48.5,38.4,0.5,19091,6.8,7.5,6.5,7.6,6.5,11,12.2,12.9,7.2,5.7,9.3,5.3,1.6,20.8,14.1,12.9,6.9,"Covington County, Mississippi",14.6,7.2,22,"Covington County, Mississippi",19568,19568,1,FALSE,"Covington County, Mississippi",8496,8496,1,FALSE
28033,Mississippi,MS,DeSoto,0.6558946647385646,43089,65695,"DeSoto County, Mississippi",29190,"DeSoto County, Mississippi",24.1,"DeSoto County, Mississippi",48.4,27.4,4.9,176132,6.2,7,8.1,7.5,6.2,12.8,14.4,14,6.1,5.4,7.7,3.6,1,21.299999999999997,13.7,11.5,4.6,"DeSoto County, Mississippi",12,13.2,20.9,"DeSoto County, Mississippi",32942,161252,0.20428893905191872,FALSE,"DeSoto County, Mississippi",12452,61634,0.2020313463348152,FALSE
28035,Mississippi,MS,Forrest,0.5509193272519954,15461,28064,"Forrest County, Mississippi",22042,"Forrest County, Mississippi",27.6,"Forrest County, Mississippi",47.6,38.4,3,75517,6.6,6.5,6.3,7.9,10.7,14.9,11.8,11.4,4.8,6.1,7.4,3.9,1.6,19.4,18.6,10.899999999999999,5.5,"Forrest County, Mississippi",14.1,4.5,29.1,"Forrest County, Mississippi",22207,74934,0.29635412496330105,FALSE,"Forrest County, Mississippi",9155,32289,0.28353309176499736,FALSE
28037,Mississippi,MS,Franklin,0.6342657342657343,2721,4290,"Franklin County, Mississippi",22769,"Franklin County, Mississippi",15.3,"Franklin County, Mississippi",47.8,36.4,0.7,7757,5.6,5.3,9.7,5.5,5.4,11.4,11,12.2,6.3,8.9,11,5.6,2.1,20.599999999999998,10.9,15.2,7.699999999999999,"Franklin County, Mississippi",10,9.8,24,"Franklin County, Mississippi",8118,8118,1,FALSE,"Franklin County, Mississippi",4154,4154,1,FALSE
28039,Mississippi,MS,George,0.8791830957436053,8696,9891,"George County, Mississippi",21105,"George County, Mississippi",12.6,"George County, Mississippi",50.6,8.3,2.7,23710,7.8,6.8,6.8,7.6,6.5,13.6,12,12.9,5.7,6.2,9,3.8,1.4,21.4,14.1,11.9,5.199999999999999,"George County, Mississippi",14.4,3.2,21.8,"George County, Mississippi",19942,22578,0.883249180618301,FALSE,"George County, Mississippi",8347,9330,0.8946409431939979,FALSE
28041,Mississippi,MS,Greene,0.8074129260569939,4335,5369,"Greene County, Mississippi",17453,"Greene County, Mississippi",8.6,"Greene County, Mississippi",60.5,26.2,1.2,13714,4.7,5.6,5.9,4.7,8.2,15.2,14.7,14.7,7.4,6,7.7,3.9,1.3,16.200000000000003,12.899999999999999,13.4,5.2,"Greene County, Mississippi",5.6,5,20.9,"Greene County, Mississippi",14400,14400,1,FALSE,"Greene County, Mississippi",5123,5123,1,FALSE
28043,Mississippi,MS,Grenada,0.5678683534671359,5970,10513,"Grenada County, Mississippi",21668,"Grenada County, Mississippi",19.7,"Grenada County, Mississippi",47.5,43.8,0.7,21278,6.4,6.8,6.6,7.2,5.5,11.6,12.4,12.9,7.8,5.7,10.1,5.2,1.9,19.799999999999997,12.7,13.5,7.1,"Grenada County, Mississippi",12.1,6.6,25.4,"Grenada County, Mississippi",11425,21906,0.5215466082351867,FALSE,"Grenada County, Mississippi",5265,10155,0.518463810930576,FALSE
28045,Mississippi,MS,Hancock,0.7830696830526733,13811,17637,"Hancock County, Mississippi",26659,"Hancock County, Mississippi",23.2,"Hancock County, Mississippi",48.8,9,3.8,46653,5.7,4.8,6.8,6.1,5.6,11.3,11.8,14.4,7.7,6.8,11.7,6,1.5,17.3,11.7,14.5,7.5,"Hancock County, Mississippi",12.3,4.2,19.5,"Hancock County, Mississippi",18696,43929,0.4255958478453869,FALSE,"Hancock County, Mississippi",8576,21840,0.39267399267399267,FALSE
28047,Mississippi,MS,Harrison,0.6373730513480643,40354,63313,"Harrison County, Mississippi",24445,"Harrison County, Mississippi",22.3,"Harrison County, Mississippi",49.2,26.2,5.4,202626,6.7,7.1,6.6,6.5,7.3,14.3,12.3,12.6,6.6,5.9,8.5,4.3,1.3,20.4,13.8,12.5,5.6,"Harrison County, Mississippi",12,4.9,19.8,"Harrison County, Mississippi",42744,187105,0.22844926645466448,FALSE,"Harrison County, Mississippi",17533,85181,0.20583228654277363,FALSE
28049,Mississippi,MS,Hinds,0.26694901828244316,25275,94681,"Hinds County, Mississippi",23114,"Hinds County, Mississippi",29.1,"Hinds County, Mississippi",46.7,72.7,1.5,241774,6.6,6.8,7.1,7.6,8.1,14.5,12,11.9,6.6,5.7,7.7,3.6,1.8,20.5,15.7,12.3,5.4,"Hinds County, Mississippi",10.8,5.5,27.9,"Hinds County, Mississippi",37471,245285,0.15276515074301322,FALSE,"Hinds County, Mississippi",15132,103421,0.14631457827713906,FALSE
28051,Mississippi,MS,Holmes,0.16208519068845964,1309,8076,"Holmes County, Mississippi",13924,"Holmes County, Mississippi",9.9,"Holmes County, Mississippi",47.8,83.8,0.3,18075,6.7,7.7,7.4,8,8.5,11.5,11.8,11.7,6.8,5.7,7.9,4.7,1.5,21.8,16.5,12.5,6.2,"Holmes County, Mississippi",8.9,4,27.8,"Holmes County, Mississippi",16673,19198,0.8684758829044692,FALSE,"Holmes County, Mississippi",7303,8415,0.8678550207961973,FALSE
28053,Mississippi,MS,Humphreys,0.27063249470961676,1151,4253,"Humphreys County, Mississippi",16604,"Humphreys County, Mississippi",14.4,"Humphreys County, Mississippi",46.7,76,3.1,8539,6.2,9.5,6.9,6.1,6.7,11.9,9.9,12.3,7.3,7.8,8.9,4.8,1.9,22.6,12.8,15.1,6.699999999999999,"Humphreys County, Mississippi",15,6,22.5,"Humphreys County, Mississippi",4673,9375,0.49845333333333336,FALSE,"Humphreys County, Mississippi",2084,3855,0.5405966277561608,FALSE
28055,Mississippi,MS,Issaquena,0.4263233190271817,298,699,"Issaquena County, Mississippi",18942,"Issaquena County, Mississippi",6.7,"Issaquena County, Mississippi",60.8,60.2,1.2,1328,7,4.7,2.6,1.6,4.7,24.7,11.7,10.2,11.1,5.6,10.8,4.5,0.8,14.299999999999999,6.300000000000001,16.7,5.3,"Issaquena County, Mississippi",0.8,6.7,17,"Issaquena County, Mississippi",1406,1406,1,FALSE,"Issaquena County, Mississippi",560,560,1,FALSE
28057,Mississippi,MS,Itawamba,0.8698777857656362,8470,9737,"Itawamba County, Mississippi",20629,"Itawamba County, Mississippi",13.4,"Itawamba County, Mississippi",50.3,7.4,1.5,23480,5.4,6.1,6.4,8.2,7.1,11.7,12.1,13.4,6.5,6.1,9.6,5,2.4,17.9,15.299999999999999,12.6,7.4,"Itawamba County, Mississippi",10.4,6.9,21.3,"Itawamba County, Mississippi",20184,23401,0.8625272424255374,FALSE,"Itawamba County, Mississippi",8929,10126,0.8817894528935414,FALSE
28059,Mississippi,MS,Jackson,0.678455423971594,33629,49567,"Jackson County, Mississippi",25341,"Jackson County, Mississippi",20.8,"Jackson County, Mississippi",49.3,22.7,6.3,142014,5.7,6.4,7.4,6.6,6.2,12.7,13.1,13.6,7,6.2,9,4.7,1.3,19.5,12.8,13.2,6,"Jackson County, Mississippi",10.9,4.7,21,"Jackson County, Mississippi",38074,139668,0.27260360282956725,FALSE,"Jackson County, Mississippi",15170,60067,0.2525513176952403,FALSE
28061,Mississippi,MS,Jasper,0.47646017699115045,4038,8475,"Jasper County, Mississippi",21929,"Jasper County, Mississippi",14.5,"Jasper County, Mississippi",48.7,54.8,0.4,16529,6.3,5.6,7.1,6.5,6.3,10.8,11.2,12.6,6.3,8.1,10.9,7.2,1.1,19,12.8,14.399999999999999,8.3,"Jasper County, Mississippi",9.2,4.2,23.9,"Jasper County, Mississippi",17062,17062,1,FALSE,"Jasper County, Mississippi",8212,8212,1,FALSE
28063,Mississippi,MS,Jefferson,0.12694300518134716,490,3860,"Jefferson County, Mississippi",13374,"Jefferson County, Mississippi",15,"Jefferson County, Mississippi",49.6,85.9,0.4,7346,6.2,6.6,6.8,6.3,5.9,13.7,10.6,13.7,7.7,7.5,8.1,3.9,2.8,19.6,12.2,15.2,6.699999999999999,"Jefferson County, Mississippi",10.2,5.1,49.5,"Jefferson County, Mississippi",7726,7726,1,FALSE,"Jefferson County, Mississippi",3673,3673,1,FALSE
28065,Mississippi,MS,Jefferson Davis,0.3953823953823954,2466,6237,"Jefferson Davis County, Mississippi",19233,"Jefferson Davis County, Mississippi",13.9,"Jefferson Davis County, Mississippi",48.2,61.6,0.3,11495,4.7,5.1,7.1,5.3,7,9.9,11.9,13.2,7,7.6,12.5,6.5,2,16.9,12.3,14.6,8.5,"Jefferson Davis County, Mississippi",12.8,7.9,29,"Jefferson Davis County, Mississippi",12487,12487,1,FALSE,"Jefferson Davis County, Mississippi",5876,5876,1,FALSE
28067,Mississippi,MS,Jones,0.7101086343115124,20133,28352,"Jones County, Mississippi",22836,"Jones County, Mississippi",20.5,"Jones County, Mississippi",48.7,29.6,4.4,68454,7.1,7.6,6.7,7.1,6,12.8,11.6,12,6.7,6.4,9.3,4.9,1.9,21.4,13.1,13.100000000000001,6.800000000000001,"Jones County, Mississippi",13.8,4,24.9,"Jones County, Mississippi",41630,67761,0.6143651953188413,FALSE,"Jones County, Mississippi",17835,28424,0.6274627075710667,FALSE
28069,Mississippi,MS,Kemper,0.3832722569519293,1778,4639,"Kemper County, Mississippi",15518,"Kemper County, Mississippi",11,"Kemper County, Mississippi",51.2,61,1.3,10107,4.3,4.7,6.4,10,7,11.3,9.9,14.5,8.5,4.5,10.2,6.9,1.6,15.4,17,13,8.5,"Kemper County, Mississippi",6.5,5.8,24.6,"Kemper County, Mississippi",10456,10456,1,FALSE,"Kemper County, Mississippi",4722,4722,1,FALSE
28071,Mississippi,MS,Lafayette,0.5534796110573741,10872,19643,"Lafayette County, Mississippi",26154,"Lafayette County, Mississippi",43.9,"Lafayette County, Mississippi",48.6,24.3,2.6,53459,5.2,5,5,11.9,15.1,14.4,11.7,9.9,5.4,4.7,7.1,3.3,1.3,15.2,27,10.100000000000001,4.6,"Lafayette County, Mississippi",9.6,3.7,34.6,"Lafayette County, Mississippi",21583,47351,0.455808747439336,FALSE,"Lafayette County, Mississippi",10215,22729,0.44942584363588367,FALSE
28073,Mississippi,MS,Lamar,0.7624837345478205,18751,24592,"Lamar County, Mississippi",28934,"Lamar County, Mississippi",35.2,"Lamar County, Mississippi",47.8,20.8,2.6,61223,6.5,7,7.6,6.1,7,15.1,14.2,12.5,6,5.3,7.6,3.8,1.4,21.1,13.1,11.3,5.199999999999999,"Lamar County, Mississippi",11.6,5.7,30.2,"Lamar County, Mississippi",28027,55658,0.5035574400804915,FALSE,"Lamar County, Mississippi",11511,24070,0.47823016202742,FALSE
28075,Mississippi,MS,Lauderdale,0.6012675388056666,17741,29506,"Lauderdale County, Mississippi",23741,"Lauderdale County, Mississippi",20,"Lauderdale County, Mississippi",48.6,43.9,2.3,77323,6.2,7,6.5,6.6,6.7,13.2,11.9,12.6,6.4,6.6,9.1,4.9,2.3,19.7,13.3,13,7.2,"Lauderdale County, Mississippi",14.2,6.5,28.4,"Lauderdale County, Mississippi",38730,80261,0.48255067841168187,FALSE,"Lauderdale County, Mississippi",15859,34698,0.45705804369127906,FALSE
28077,Mississippi,MS,Lawrence,0.6428346951602766,4091,6364,"Lawrence County, Mississippi",21809,"Lawrence County, Mississippi",15.6,"Lawrence County, Mississippi",48.5,33.6,0.6,12630,6.2,6.7,7.5,7.8,5.1,10.3,12,12.9,6.5,7.8,10.2,5.4,1.6,20.4,12.899999999999999,14.3,7,"Lawrence County, Mississippi",9.4,3.2,25.2,"Lawrence County, Mississippi",12929,12929,1,FALSE,"Lawrence County, Mississippi",6019,6019,1,FALSE
28079,Mississippi,MS,Leake,0.5659841401349273,4782,8449,"Leake County, Mississippi",17960,"Leake County, Mississippi",12.8,"Leake County, Mississippi",50.4,42.3,4.5,22870,6.1,7.2,7.8,8.4,6.2,12.1,12.3,12.6,7.2,5.2,8.6,4.7,1.7,21.1,14.600000000000001,12.4,6.4,"Leake County, Mississippi",11.5,4.9,19.8,"Leake County, Mississippi",19327,23805,0.8118882587691661,FALSE,"Leake County, Mississippi",7897,9415,0.8387679235262878,FALSE
28081,Mississippi,MS,Lee,0.6751131771640385,22220,32913,"Lee County, Mississippi",25467,"Lee County, Mississippi",23.9,"Lee County, Mississippi",47.7,29.6,2.6,84915,6.8,7.2,7.2,6.6,6.2,13.1,13.2,13.2,6.8,5.5,8.3,4.4,1.5,21.2,12.8,12.3,5.9,"Lee County, Mississippi",11.8,5,23.8,"Lee County, Mississippi",37612,82910,0.45364853455554216,FALSE,"Lee County, Mississippi",15917,35872,0.4437165477252453,FALSE
28083,Mississippi,MS,Leflore,0.2883303411131059,3212,11140,"Leflore County, Mississippi",16861,"Leflore County, Mississippi",17.5,"Leflore County, Mississippi",46.7,74,2.6,29804,7.5,7.9,8.1,7.8,8.1,12.8,11.8,10.9,5.6,6.2,7.6,3.9,1.9,23.5,15.899999999999999,11.8,5.8,"Leflore County, Mississippi",11.7,3.7,26.5,"Leflore County, Mississippi",5714,32317,0.17681096636445215,FALSE,"Leflore County, Mississippi",2799,13199,0.21206151981210697,FALSE
28085,Mississippi,MS,Lincoln,0.6943987362601198,10550,15193,"Lincoln County, Mississippi",21892,"Lincoln County, Mississippi",16,"Lincoln County, Mississippi",47.2,31.3,1.1,34432,6.3,6.4,7.2,7.3,5.7,11.9,12.7,13,6.8,6.6,9.5,5.2,1.6,19.9,13,13.399999999999999,6.800000000000001,"Lincoln County, Mississippi",15.3,7.1,28.3,"Lincoln County, Mississippi",24234,34869,0.6950012905446098,FALSE,"Lincoln County, Mississippi",10558,15255,0.6921009505080301,FALSE
28087,Mississippi,MS,Lowndes,0.5189051808406647,13271,25575,"Lowndes County, Mississippi",24499,"Lowndes County, Mississippi",23.7,"Lowndes County, Mississippi",47.7,44.5,2,59437,6.7,6.9,6.4,6.5,7.4,13.6,11.9,12.5,7.2,5.8,8.8,4.8,1.4,20,13.9,13,6.199999999999999,"Lowndes County, Mississippi",13.5,7.4,23.3,"Lowndes County, Mississippi",25465,59779,0.4259857140467388,FALSE,"Lowndes County, Mississippi",10966,26556,0.4129386955866847,FALSE
28089,Mississippi,MS,Madison,0.5675474880526886,28265,49802,"Madison County, Mississippi",38496,"Madison County, Mississippi",47.7,"Madison County, Mississippi",47.9,38.5,3,103498,6.4,7.4,7.2,7.1,6.2,13.1,13.7,13.6,6.7,6.2,7.8,3.2,1.4,21,13.3,12.9,4.6,"Madison County, Mississippi",9.4,4.1,28,"Madison County, Mississippi",26639,95203,0.279812610947134,FALSE,"Madison County, Mississippi",10569,38558,0.2741065407956844,FALSE
28091,Mississippi,MS,Marion,0.6701445309159326,7836,11693,"Marion County, Mississippi",18687,"Marion County, Mississippi",12.1,"Marion County, Mississippi",48.5,32.5,1.5,25202,5.9,7.1,6.3,6.9,6.1,11.9,12.2,12.7,6.9,6.5,9.9,5.3,2.1,19.3,13,13.4,7.4,"Marion County, Mississippi",12.9,8.3,22.3,"Marion County, Mississippi",19794,27088,0.7307294743059657,FALSE,"Marion County, Mississippi",8732,11838,0.7376245987497888,FALSE
28093,Mississippi,MS,Marshall,0.4438978367814543,6587,14839,"Marshall County, Mississippi",21352,"Marshall County, Mississippi",13.7,"Marshall County, Mississippi",49.6,48.3,3.6,35787,6,6.1,5.9,6.8,6.6,12.2,11.8,13.5,8.3,6.3,10.7,4.4,1.2,18,13.399999999999999,14.600000000000001,5.6000000000000005,"Marshall County, Mississippi",11.7,10.8,19.4,"Marshall County, Mississippi",30984,37144,0.8341589489554168,FALSE,"Marshall County, Mississippi",12795,14881,0.8598212485720046,FALSE
28095,Mississippi,MS,Monroe,0.6400780659783429,10167,15884,"Monroe County, Mississippi",23158,"Monroe County, Mississippi",17.2,"Monroe County, Mississippi",47.7,31.5,1.2,35840,5.9,6.2,6.8,6.2,5.9,11.4,12.1,13.2,6,7.6,10.6,6.1,1.9,18.900000000000002,12.100000000000001,13.6,8,"Monroe County, Mississippi",11.2,5.9,22.8,"Monroe County, Mississippi",25757,36989,0.6963421557760415,FALSE,"Monroe County, Mississippi",11377,16455,0.6914007900334245,FALSE
28097,Mississippi,MS,Montgomery,0.5640512409927942,2818,4996,"Montgomery County, Mississippi",22913,"Montgomery County, Mississippi",20.4,"Montgomery County, Mississippi",46.8,44.8,1.3,10198,5.9,6,7.2,5.3,5.1,12.4,10.9,12.3,7.2,7.4,11.5,6.6,2.2,19.1,10.399999999999999,14.600000000000001,8.8,"Montgomery County, Mississippi",9.9,6.9,30,"Montgomery County, Mississippi",6537,10925,0.5983524027459954,FALSE,"Montgomery County, Mississippi",3243,5194,0.624374278013092,FALSE
28099,Mississippi,MS,Neshoba,0.7276603809343315,7679,10553,"Neshoba County, Mississippi",19641,"Neshoba County, Mississippi",12.2,"Neshoba County, Mississippi",47.6,22,2,29376,6.9,8,8.4,6.8,6.3,12,12,12,7.1,5.2,9,5,1.5,23.3,13.1,12.3,6.5,"Neshoba County, Mississippi",11.5,4.1,28,"Neshoba County, Mississippi",21917,29676,0.7385429303140585,FALSE,"Neshoba County, Mississippi",8976,12357,0.726389900461277,FALSE
28101,Mississippi,MS,Newton,0.6937910574274211,6548,9438,"Newton County, Mississippi",21600,"Newton County, Mississippi",16.6,"Newton County, Mississippi",47.1,31.2,1.9,21524,6.3,6.7,8.3,8.8,6.3,11.7,11.8,12.6,6.1,5.4,9.3,4.8,1.8,21.3,15.100000000000001,11.5,6.6,"Newton County, Mississippi",12.6,4.6,27.4,"Newton County, Mississippi",18910,21720,0.8706261510128913,FALSE,"Newton County, Mississippi",8145,9373,0.8689853835484903,FALSE
28103,Mississippi,MS,Noxubee,0.21528525296017223,1200,5574,"Noxubee County, Mississippi",17637,"Noxubee County, Mississippi",13.5,"Noxubee County, Mississippi",47.3,72.7,1.4,10828,7.2,7.1,6.1,7.7,6.8,13.3,9.9,12.6,8.4,5.3,8.7,4.4,2.5,20.4,14.5,13.7,6.9,"Noxubee County, Mississippi",8.9,5,19.3,"Noxubee County, Mississippi",8547,11545,0.7403204850584668,FALSE,"Noxubee County, Mississippi",3960,5170,0.7659574468085106,FALSE
28105,Mississippi,MS,Oktibbeha,0.4731847274332377,8576,18124,"Oktibbeha County, Mississippi",22136,"Oktibbeha County, Mississippi",43.5,"Oktibbeha County, Mississippi",50.2,38,1.7,49481,5.3,4.9,4.6,11.4,22.4,14.3,9.2,8,4.3,4.8,6.2,3.3,1.2,14.799999999999999,33.8,9.1,4.5,"Oktibbeha County, Mississippi",8.8,2.6,42.2,"Oktibbeha County, Mississippi",17364,47671,0.36424660695181554,FALSE,"Oktibbeha County, Mississippi",7929,20947,0.37852675800830665,FALSE
28107,Mississippi,MS,Panola,0.494490175252257,7449,15064,"Panola County, Mississippi",19972,"Panola County, Mississippi",14.9,"Panola County, Mississippi",48.3,50.7,2,34243,7.2,7.1,6.7,6.5,6.7,12.8,12,12.9,7.3,5.8,8.9,5,1.1,21,13.2,13.1,6.1,"Panola County, Mississippi",11.8,6.1,24.7,"Panola County, Mississippi",27398,34707,0.7894084766761749,FALSE,"Panola County, Mississippi",11670,14697,0.7940395999183507,FALSE
28109,Mississippi,MS,Pearl River,0.8125942512452589,17782,21883,"Pearl River County, Mississippi",23135,"Pearl River County, Mississippi",16.4,"Pearl River County, Mississippi",49.4,13.2,3,55149,5.6,6.2,6.8,7.2,6.1,11.2,11.8,13.3,6.6,7.1,11.2,4.9,2,18.6,13.3,13.7,6.9,"Pearl River County, Mississippi",12.7,6.8,23.4,"Pearl River County, Mississippi",39042,55834,0.69925135222266,FALSE,"Pearl River County, Mississippi",16530,23968,0.68966955941255,FALSE
28111,Mississippi,MS,Perry,0.7612297496318114,4135,5432,"Perry County, Mississippi",21611,"Perry County, Mississippi",11,"Perry County, Mississippi",48.6,20.4,1.5,12028,6.1,6.5,6.7,7.1,5.6,10.6,13,13.3,6.5,7.5,10.4,4.9,2,19.3,12.7,14,6.9,"Perry County, Mississippi",9.2,7.1,22.2,"Perry County, Mississippi",12250,12250,1,FALSE,"Perry County, Mississippi",5519,5519,1,FALSE
28113,Mississippi,MS,Pike,0.49104843654199876,8009,16310,"Pike County, Mississippi",17954,"Pike County, Mississippi",15.5,"Pike County, Mississippi",47.4,54.1,1.7,39737,6.8,8.5,6.5,7.1,6.8,11.6,11.5,11.9,6.9,6.1,9.5,5.1,1.7,21.8,13.899999999999999,13,6.8,"Pike County, Mississippi",17.2,6.8,20.9,"Pike County, Mississippi",24016,40404,0.5943965943965944,FALSE,"Pike County, Mississippi",10632,17861,0.5952634231006103,FALSE
28115,Mississippi,MS,Pontotoc,0.7960566851509551,10336,12984,"Pontotoc County, Mississippi",20401,"Pontotoc County, Mississippi",15.9,"Pontotoc County, Mississippi",48.9,16.6,6.6,31315,7,7.7,7.7,6.9,6.1,12.3,12.5,13.2,6.4,5.7,8.1,4,2.3,22.4,13,12.100000000000001,6.3,"Pontotoc County, Mississippi",14.1,7,18.4,"Pontotoc County, Mississippi",25150,29957,0.8395366692258904,FALSE,"Pontotoc County, Mississippi",10460,12440,0.8408360128617364,FALSE
28117,Mississippi,MS,Prentiss,0.7747163695299838,7648,9872,"Prentiss County, Mississippi",19693,"Prentiss County, Mississippi",12.2,"Prentiss County, Mississippi",48.5,15.2,1.4,25360,6.1,7.1,5.8,7.5,6.5,12.1,12,12.8,6,6.5,9.5,6.3,1.7,19,14,12.5,8,"Prentiss County, Mississippi",11.1,6.4,23.8,"Prentiss County, Mississippi",19226,25276,0.7606425067257477,FALSE,"Prentiss County, Mississippi",8489,11054,0.7679573005246969,FALSE
